Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Merluccius,gayi gayi,-8.75,-79.75,5007:489:4,0.15
Merluccius,gayi gayi,-9.75,-79.25,5007:499:3,0.07
Merluccius,gayi gayi,-5.75,-80.75,5008:350:4,0.17
Merluccius,gayi gayi,-6.25,-80.75,5008:360:2,0.18
Merluccius,gayi gayi,-7.25,-80.75,5008:370:2,0.12
Merluccius,gayi gayi,-10.75,-78.75,5107:208:4,0.03
Merluccius,gayi gayi,-16.75,-72.25,5107:362:3,0.17
Merluccius,gayi gayi,-17.25,-71.75,5107:371:2,0.02
Merluccius,gayi gayi,-17.75,-71.75,5107:371:4,0.16
Merluccius,gayi gayi,-18.25,-71.25,5107:381:1,0.11
Merluccius,gayi gayi,-40.75,-73.75,5407:103:4,0.07
Merluccius,gayi gayi,-44.25,-72.75,5407:142:2,0.10
Merluccius,gayi gayi,-45.75,-74.25,5407:354:3,0.02
Merluccius,gayi gayi,-45.25,-75.75,5407:455:2,0.01
Merluccius,gayi gayi,-6.75,-79.75,5007:469:4,0.28
Merluccius,gayi gayi,-7.75,-80.25,5008:370:3,0.24
Merluccius,gayi gayi,-10.25,-78.75,5107:208:2,0.38
Merluccius,gayi gayi,-11.75,-78.25,5107:218:3,0.24
Merluccius,gayi gayi,-17.25,-71.25,5107:371:1,0.29
Merluccius,gayi gayi,-17.25,-72.25,5107:372:1,0.34
Merluccius,gayi gayi,-38.75,-73.25,5307:383:3,0.33
Merluccius,gayi gayi,-43.75,-73.25,5407:133:3,0.28
Merluccius,gayi gayi,-8.25,-78.75,5007:488:2,0.51
Merluccius,gayi gayi,-8.25,-79.75,5007:489:2,0.52
Merluccius,gayi gayi,-9.25,-79.25,5007:499:1,0.41
Merluccius,gayi gayi,-6.75,-80.25,5008:360:3,0.53
Merluccius,gayi gayi,-6.75,-80.75,5008:360:4,0.53
Merluccius,gayi gayi,-11.75,-77.25,5107:217:3,0.44
Merluccius,gayi gayi,-16.75,-72.75,5107:362:4,0.58
Merluccius,gayi gayi,-16.25,-73.25,5107:363:1,0.53
Merluccius,gayi gayi,-17.75,-70.75,5107:370:4,0.41
Merluccius,gayi gayi,-17.75,-71.25,5107:371:3,0.43
Merluccius,gayi gayi,-18.25,-70.25,5107:380:1,0.54
Merluccius,gayi gayi,-36.75,-73.25,5307:363:3,0.57
Merluccius,gayi gayi,-39.25,-74.25,5307:394:1,0.51
Merluccius,gayi gayi,-44.25,-73.25,5407:143:1,0.52
Merluccius,gayi gayi,-42.75,-75.25,5407:225:3,0.40
Merluccius,gayi gayi,-27.25,-71.25,5207:371:1,0.66
Merluccius,gayi gayi,-7.75,-79.25,5007:479:3,0.61
Merluccius,gayi gayi,-8.75,-78.75,5007:488:4,0.78
Merluccius,gayi gayi,-8.75,-79.25,5007:489:3,0.78
Merluccius,gayi gayi,-9.25,-78.25,5007:498:1,0.69
Merluccius,gayi gayi,-9.75,-78.75,5007:498:4,0.79
Merluccius,gayi gayi,-7.25,-80.25,5008:370:1,0.69
Merluccius,gayi gayi,-10.25,-77.75,5107:207:2,0.76
Merluccius,gayi gayi,-10.75,-77.75,5107:207:4,0.72
Merluccius,gayi gayi,-11.25,-77.25,5107:217:1,0.66
Merluccius,gayi gayi,-11.25,-77.75,5107:217:2,0.63
Merluccius,gayi gayi,-11.25,-78.25,5107:218:1,0.61
Merluccius,gayi gayi,-12.25,-76.75,5107:226:2,0.64
Merluccius,gayi gayi,-12.75,-76.25,5107:226:3,0.67
Merluccius,gayi gayi,-14.25,-76.75,5107:246:2,0.61
Merluccius,gayi gayi,-16.25,-73.75,5107:363:2,0.62
Merluccius,gayi gayi,-16.75,-73.25,5107:363:3,0.67
Merluccius,gayi gayi,-18.25,-70.75,5107:380:2,0.61
Merluccius,gayi gayi,-18.75,-70.25,5107:380:3,0.68
Merluccius,gayi gayi,-32.25,-71.25,5307:121:1,0.62
Merluccius,gayi gayi,-34.75,-72.75,5307:142:4,0.69
Merluccius,gayi gayi,-38.75,-74.25,5307:384:3,0.60
Merluccius,gayi gayi,-43.75,-73.75,5407:133:4,0.62
Merluccius,gayi gayi,-44.75,-72.75,5407:142:4,0.66
Merluccius,gayi gayi,-44.25,-73.75,5407:143:2,0.68
Merluccius,gayi gayi,-44.75,-73.25,5407:143:3,0.78
Merluccius,gayi gayi,-45.25,-73.75,5407:353:2,0.79
Merluccius,gayi gayi,-45.75,-73.25,5407:353:3,0.79
Merluccius,gayi gayi,-45.75,-73.75,5407:353:4,0.77
Merluccius,gayi gayi,-26.25,-70.75,5207:360:2,1.00
Merluccius,gayi gayi,-26.75,-70.75,5207:360:4,1.00
Merluccius,gayi gayi,-27.25,-70.75,5207:370:2,1.00
Merluccius,gayi gayi,-27.75,-70.75,5207:370:4,1.00
Merluccius,gayi gayi,-27.75,-71.25,5207:371:3,1.00
Merluccius,gayi gayi,-7.25,-79.75,5007:479:2,0.95
Merluccius,gayi gayi,-7.75,-79.75,5007:479:4,0.92
Merluccius,gayi gayi,-8.25,-79.25,5007:489:1,0.88
Merluccius,gayi gayi,-9.25,-78.75,5007:498:2,1.00
Merluccius,gayi gayi,-9.75,-78.25,5007:498:3,0.89
Merluccius,gayi gayi,-10.25,-78.25,5107:208:1,1.00
Merluccius,gayi gayi,-10.75,-78.25,5107:208:3,0.83
Merluccius,gayi gayi,-11.75,-77.75,5107:217:4,1.00
Merluccius,gayi gayi,-12.75,-76.75,5107:226:4,1.00
Merluccius,gayi gayi,-12.25,-77.25,5107:227:1,1.00
Merluccius,gayi gayi,-12.25,-77.75,5107:227:2,0.94
Merluccius,gayi gayi,-12.75,-77.25,5107:227:3,1.00
Merluccius,gayi gayi,-13.25,-76.25,5107:236:1,0.87
Merluccius,gayi gayi,-13.25,-76.75,5107:236:2,1.00
Merluccius,gayi gayi,-13.75,-76.25,5107:236:3,1.00
Merluccius,gayi gayi,-13.75,-76.75,5107:236:4,1.00
Merluccius,gayi gayi,-14.25,-75.75,5107:245:2,0.83
Merluccius,gayi gayi,-14.75,-75.25,5107:245:3,1.00
Merluccius,gayi gayi,-14.75,-75.75,5107:245:4,1.00
Merluccius,gayi gayi,-14.25,-76.25,5107:246:1,1.00
Merluccius,gayi gayi,-14.75,-76.25,5107:246:3,1.00
Merluccius,gayi gayi,-15.25,-74.75,5107:354:2,1.00
Merluccius,gayi gayi,-15.75,-74.25,5107:354:3,0.89
Merluccius,gayi gayi,-15.75,-74.75,5107:354:4,1.00
Merluccius,gayi gayi,-16.25,-74.25,5107:364:1,1.00
Merluccius,gayi gayi,-19.25,-70.25,5107:390:1,0.83
Merluccius,gayi gayi,-19.75,-70.25,5107:390:3,0.99
Merluccius,gayi gayi,-15.25,-75.25,5107:455:1,1.00
Merluccius,gayi gayi,-15.25,-75.75,5107:455:2,1.00
Merluccius,gayi gayi,-20.25,-70.25,5207:100:1,1.00
Merluccius,gayi gayi,-20.75,-70.25,5207:100:3,1.00
Merluccius,gayi gayi,-21.25,-70.25,5207:110:1,1.00
Merluccius,gayi gayi,-21.75,-70.25,5207:110:3,1.00
Merluccius,gayi gayi,-22.25,-70.25,5207:120:1,1.00
Merluccius,gayi gayi,-22.75,-70.25,5207:120:3,1.00
Merluccius,gayi gayi,-22.75,-70.75,5207:120:4,1.00
Merluccius,gayi gayi,-23.25,-70.25,5207:130:1,1.00
Merluccius,gayi gayi,-23.25,-70.75,5207:130:2,1.00
Merluccius,gayi gayi,-23.75,-70.25,5207:130:3,1.00
Merluccius,gayi gayi,-23.75,-70.75,5207:130:4,1.00
Merluccius,gayi gayi,-24.25,-70.25,5207:140:1,1.00
Merluccius,gayi gayi,-24.25,-70.75,5207:140:2,1.00
Merluccius,gayi gayi,-24.75,-70.25,5207:140:3,1.00
Merluccius,gayi gayi,-24.75,-70.75,5207:140:4,1.00
Merluccius,gayi gayi,-25.25,-70.25,5207:350:1,1.00
Merluccius,gayi gayi,-25.25,-70.75,5207:350:2,1.00
Merluccius,gayi gayi,-25.75,-70.75,5207:350:4,1.00
Merluccius,gayi gayi,-28.25,-71.25,5207:381:1,1.00
Merluccius,gayi gayi,-28.75,-71.25,5207:381:3,1.00
Merluccius,gayi gayi,-28.75,-71.75,5207:381:4,1.00
Merluccius,gayi gayi,-29.25,-71.25,5207:391:1,1.00
Merluccius,gayi gayi,-29.25,-71.75,5207:391:2,1.00
