Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Normanichthys,crockeri,-16.25,-72.75,5107:362:2,0.10
Normanichthys,crockeri,-15.75,-73.75,5107:353:4,0.37
Normanichthys,crockeri,-31.75,-71.25,5307:111:3,0.30
Normanichthys,crockeri,-17.25,-71.75,5107:371:2,0.49
Normanichthys,crockeri,-36.75,-73.25,5307:363:3,0.40
Normanichthys,crockeri,-16.75,-72.25,5107:362:3,0.65
Normanichthys,crockeri,-26.25,-70.75,5207:360:2,1.00
Normanichthys,crockeri,-26.75,-70.75,5207:360:4,1.00
Normanichthys,crockeri,-27.25,-70.75,5207:370:2,1.00
Normanichthys,crockeri,-27.75,-70.75,5207:370:4,1.00
Normanichthys,crockeri,-27.75,-71.25,5207:371:3,1.00
Normanichthys,crockeri,-9.25,-78.25,5007:498:1,1.00
Normanichthys,crockeri,-9.25,-78.75,5007:498:2,1.00
Normanichthys,crockeri,-9.75,-78.25,5007:498:3,1.00
Normanichthys,crockeri,-9.75,-78.75,5007:498:4,1.00
Normanichthys,crockeri,-9.25,-79.25,5007:499:1,0.98
Normanichthys,crockeri,-9.25,-79.75,5007:499:2,0.85
Normanichthys,crockeri,-9.75,-79.25,5007:499:3,0.90
Normanichthys,crockeri,-10.25,-77.75,5107:207:2,1.00
Normanichthys,crockeri,-10.75,-77.75,5107:207:4,1.00
Normanichthys,crockeri,-10.25,-78.25,5107:208:1,1.00
Normanichthys,crockeri,-10.25,-78.75,5107:208:2,0.97
Normanichthys,crockeri,-10.75,-78.25,5107:208:3,1.00
Normanichthys,crockeri,-11.25,-77.25,5107:217:1,1.00
Normanichthys,crockeri,-11.25,-77.75,5107:217:2,1.00
Normanichthys,crockeri,-11.75,-77.25,5107:217:3,0.84
Normanichthys,crockeri,-11.75,-77.75,5107:217:4,1.00
Normanichthys,crockeri,-12.25,-76.75,5107:226:2,1.00
Normanichthys,crockeri,-12.75,-76.25,5107:226:3,1.00
Normanichthys,crockeri,-12.75,-76.75,5107:226:4,1.00
Normanichthys,crockeri,-12.25,-77.25,5107:227:1,1.00
Normanichthys,crockeri,-12.25,-77.75,5107:227:2,1.00
Normanichthys,crockeri,-12.75,-77.25,5107:227:3,1.00
Normanichthys,crockeri,-13.25,-76.25,5107:236:1,1.00
Normanichthys,crockeri,-13.25,-76.75,5107:236:2,1.00
Normanichthys,crockeri,-13.75,-76.25,5107:236:3,1.00
Normanichthys,crockeri,-13.75,-76.75,5107:236:4,1.00
Normanichthys,crockeri,-14.25,-75.75,5107:245:2,1.00
Normanichthys,crockeri,-14.75,-75.25,5107:245:3,1.00
Normanichthys,crockeri,-14.75,-75.75,5107:245:4,1.00
Normanichthys,crockeri,-14.25,-76.25,5107:246:1,1.00
Normanichthys,crockeri,-14.75,-76.25,5107:246:3,1.00
Normanichthys,crockeri,-15.25,-74.75,5107:354:2,1.00
Normanichthys,crockeri,-15.75,-74.25,5107:354:3,1.00
Normanichthys,crockeri,-15.75,-74.75,5107:354:4,1.00
Normanichthys,crockeri,-16.75,-72.75,5107:362:4,1.00
Normanichthys,crockeri,-16.25,-73.25,5107:363:1,0.92
Normanichthys,crockeri,-16.25,-73.75,5107:363:2,1.00
Normanichthys,crockeri,-16.75,-73.25,5107:363:3,1.00
Normanichthys,crockeri,-16.25,-74.25,5107:364:1,1.00
Normanichthys,crockeri,-17.75,-70.75,5107:370:4,1.00
Normanichthys,crockeri,-17.25,-71.25,5107:371:1,0.88
Normanichthys,crockeri,-17.75,-71.25,5107:371:3,1.00
Normanichthys,crockeri,-17.25,-72.25,5107:372:1,0.99
Normanichthys,crockeri,-18.25,-70.25,5107:380:1,1.00
Normanichthys,crockeri,-18.25,-70.75,5107:380:2,1.00
Normanichthys,crockeri,-18.75,-70.25,5107:380:3,1.00
Normanichthys,crockeri,-19.25,-70.25,5107:390:1,1.00
Normanichthys,crockeri,-19.75,-70.25,5107:390:3,1.00
Normanichthys,crockeri,-15.25,-75.25,5107:455:1,1.00
Normanichthys,crockeri,-15.25,-75.75,5107:455:2,1.00
Normanichthys,crockeri,-20.25,-70.25,5207:100:1,1.00
Normanichthys,crockeri,-20.75,-70.25,5207:100:3,1.00
Normanichthys,crockeri,-21.25,-70.25,5207:110:1,1.00
Normanichthys,crockeri,-21.75,-70.25,5207:110:3,1.00
Normanichthys,crockeri,-22.25,-70.25,5207:120:1,1.00
Normanichthys,crockeri,-22.75,-70.25,5207:120:3,1.00
Normanichthys,crockeri,-23.25,-70.25,5207:130:1,1.00
Normanichthys,crockeri,-23.25,-70.75,5207:130:2,1.00
Normanichthys,crockeri,-23.75,-70.25,5207:130:3,1.00
Normanichthys,crockeri,-23.75,-70.75,5207:130:4,1.00
Normanichthys,crockeri,-24.25,-70.25,5207:140:1,1.00
Normanichthys,crockeri,-24.25,-70.75,5207:140:2,1.00
Normanichthys,crockeri,-24.75,-70.25,5207:140:3,1.00
Normanichthys,crockeri,-24.75,-70.75,5207:140:4,1.00
Normanichthys,crockeri,-25.25,-70.25,5207:350:1,1.00
Normanichthys,crockeri,-25.25,-70.75,5207:350:2,1.00
Normanichthys,crockeri,-25.75,-70.75,5207:350:4,1.00
Normanichthys,crockeri,-28.25,-71.25,5207:381:1,1.00
Normanichthys,crockeri,-28.75,-71.25,5207:381:3,1.00
Normanichthys,crockeri,-28.75,-71.75,5207:381:4,1.00
Normanichthys,crockeri,-29.25,-71.25,5207:391:1,1.00
Normanichthys,crockeri,-29.25,-71.75,5207:391:2,1.00
Normanichthys,crockeri,-29.75,-71.25,5207:391:3,1.00
Normanichthys,crockeri,-29.75,-71.75,5207:391:4,1.00
Normanichthys,crockeri,-30.25,-71.25,5307:101:1,1.00
Normanichthys,crockeri,-30.25,-71.75,5307:101:2,1.00
Normanichthys,crockeri,-30.75,-71.75,5307:101:4,1.00
Normanichthys,crockeri,-31.25,-71.75,5307:111:2,1.00
Normanichthys,crockeri,-31.75,-71.75,5307:111:4,1.00
Normanichthys,crockeri,-32.25,-71.25,5307:121:1,1.00
Normanichthys,crockeri,-32.25,-71.75,5307:121:2,1.00
Normanichthys,crockeri,-32.75,-71.25,5307:121:3,1.00
Normanichthys,crockeri,-32.75,-71.75,5307:121:4,1.00
Normanichthys,crockeri,-33.25,-71.75,5307:131:2,1.00
Normanichthys,crockeri,-33.75,-71.75,5307:131:4,1.00
