Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Dissostichus,eleginoides,-65.75,-76.75,5607:456:4,0.02
Dissostichus,eleginoides,-65.75,-76.25,5607:456:3,0.01
Dissostichus,eleginoides,-65.25,-76.75,5607:456:2,0.02
Dissostichus,eleginoides,-65.25,-76.25,5607:456:1,0.02
Dissostichus,eleginoides,-65.25,-75.75,5607:455:2,0.01
Dissostichus,eleginoides,-65.75,-74.25,5607:354:3,0.02
Dissostichus,eleginoides,-65.25,-74.75,5607:354:2,0.01
Dissostichus,eleginoides,-65.25,-74.25,5607:354:1,0.01
Dissostichus,eleginoides,-65.75,-73.75,5607:353:4,0.02
Dissostichus,eleginoides,-65.75,-73.25,5607:353:3,0.03
Dissostichus,eleginoides,-65.25,-73.75,5607:353:2,0.02
Dissostichus,eleginoides,-65.25,-73.25,5607:353:1,0.02
Dissostichus,eleginoides,-65.75,-72.75,5607:352:4,0.05
Dissostichus,eleginoides,-65.75,-72.25,5607:352:3,0.06
Dissostichus,eleginoides,-65.25,-72.75,5607:352:2,0.03
Dissostichus,eleginoides,-65.25,-72.25,5607:352:1,0.03
Dissostichus,eleginoides,-65.75,-71.75,5607:351:4,0.05
Dissostichus,eleginoides,-65.75,-71.25,5607:351:3,0.05
Dissostichus,eleginoides,-65.25,-71.75,5607:351:2,0.04
Dissostichus,eleginoides,-65.25,-71.25,5607:351:1,0.05
Dissostichus,eleginoides,-65.75,-70.75,5607:350:4,0.13
Dissostichus,eleginoides,-65.75,-70.25,5607:350:3,0.12
Dissostichus,eleginoides,-65.25,-70.75,5607:350:2,0.07
Dissostichus,eleginoides,-65.25,-70.25,5607:350:1,0.08
Dissostichus,eleginoides,-64.75,-76.75,5607:246:4,0.02
Dissostichus,eleginoides,-64.75,-76.25,5607:246:3,0.01
Dissostichus,eleginoides,-64.25,-75.75,5607:245:2,0.05
Dissostichus,eleginoides,-63.75,-75.75,5607:235:4,0.11
Dissostichus,eleginoides,-63.75,-75.25,5607:235:3,0.17
Dissostichus,eleginoides,-63.25,-75.75,5607:235:2,0.04
Dissostichus,eleginoides,-63.25,-75.25,5607:235:1,0.03
Dissostichus,eleginoides,-62.75,-76.75,5607:226:4,0.02
Dissostichus,eleginoides,-64.75,-74.75,5607:144:4,0.01
Dissostichus,eleginoides,-64.75,-74.25,5607:144:3,0.03
Dissostichus,eleginoides,-64.75,-73.75,5607:143:4,0.03
Dissostichus,eleginoides,-64.75,-73.25,5607:143:3,0.02
Dissostichus,eleginoides,-64.25,-73.75,5607:143:2,0.03
Dissostichus,eleginoides,-64.25,-73.25,5607:143:1,0.03
Dissostichus,eleginoides,-64.75,-72.75,5607:142:4,0.02
Dissostichus,eleginoides,-64.75,-72.25,5607:142:3,0.03
Dissostichus,eleginoides,-64.25,-72.75,5607:142:2,0.02
Dissostichus,eleginoides,-64.25,-72.25,5607:142:1,0.02
Dissostichus,eleginoides,-64.75,-71.75,5607:141:4,0.03
Dissostichus,eleginoides,-64.75,-71.25,5607:141:3,0.04
Dissostichus,eleginoides,-64.25,-71.75,5607:141:2,0.03
Dissostichus,eleginoides,-64.25,-71.25,5607:141:1,0.04
Dissostichus,eleginoides,-64.75,-70.75,5607:140:4,0.04
Dissostichus,eleginoides,-64.75,-70.25,5607:140:3,0.06
Dissostichus,eleginoides,-64.25,-70.75,5607:140:2,0.06
Dissostichus,eleginoides,-64.25,-70.25,5607:140:1,0.06
Dissostichus,eleginoides,-63.75,-74.75,5607:134:4,0.10
Dissostichus,eleginoides,-63.75,-74.25,5607:134:3,0.03
Dissostichus,eleginoides,-63.25,-74.25,5607:134:1,0.03
Dissostichus,eleginoides,-63.75,-73.75,5607:133:4,0.04
Dissostichus,eleginoides,-63.75,-73.25,5607:133:3,0.03
Dissostichus,eleginoides,-63.25,-73.75,5607:133:2,0.01
Dissostichus,eleginoides,-63.25,-73.25,5607:133:1,0.01
Dissostichus,eleginoides,-63.75,-72.75,5607:132:4,0.02
Dissostichus,eleginoides,-63.75,-72.25,5607:132:3,0.02
Dissostichus,eleginoides,-63.25,-72.75,5607:132:2,0.01
Dissostichus,eleginoides,-63.25,-72.25,5607:132:1,0.02
Dissostichus,eleginoides,-63.75,-71.75,5607:131:4,0.03
Dissostichus,eleginoides,-63.75,-71.25,5607:131:3,0.04
Dissostichus,eleginoides,-63.25,-71.75,5607:131:2,0.03
Dissostichus,eleginoides,-63.25,-71.25,5607:131:1,0.02
Dissostichus,eleginoides,-63.75,-70.75,5607:130:4,0.04
Dissostichus,eleginoides,-63.75,-70.25,5607:130:3,0.05
Dissostichus,eleginoides,-63.25,-70.75,5607:130:2,0.02
Dissostichus,eleginoides,-63.25,-70.25,5607:130:1,0.02
Dissostichus,eleginoides,-62.25,-72.75,5607:122:2,0.01
Dissostichus,eleginoides,-60.75,-74.25,5607:104:3,0.02
Dissostichus,eleginoides,-60.25,-74.25,5607:104:1,0.07
Dissostichus,eleginoides,-60.25,-73.75,5607:103:2,0.08
Dissostichus,eleginoides,-60.25,-70.75,5607:100:2,0.01
Dissostichus,eleginoides,-65.75,-69.75,5606:459:4,0.12
Dissostichus,eleginoides,-65.75,-69.25,5606:459:3,0.13
Dissostichus,eleginoides,-65.25,-69.75,5606:459:2,0.15
Dissostichus,eleginoides,-65.25,-69.25,5606:459:1,0.15
Dissostichus,eleginoides,-65.75,-68.75,5606:458:4,0.13
Dissostichus,eleginoides,-65.75,-68.25,5606:458:3,0.13
Dissostichus,eleginoides,-65.25,-68.75,5606:458:2,0.15
Dissostichus,eleginoides,-65.25,-68.25,5606:458:1,0.16
Dissostichus,eleginoides,-65.75,-67.75,5606:457:4,0.13
Dissostichus,eleginoides,-65.75,-67.25,5606:457:3,0.13
Dissostichus,eleginoides,-65.25,-67.75,5606:457:2,0.17
Dissostichus,eleginoides,-65.25,-67.25,5606:457:1,0.17
Dissostichus,eleginoides,-65.75,-66.75,5606:456:4,0.13
Dissostichus,eleginoides,-65.75,-66.25,5606:456:3,0.12
Dissostichus,eleginoides,-65.25,-66.75,5606:456:2,0.17
Dissostichus,eleginoides,-65.25,-66.25,5606:456:1,0.17
Dissostichus,eleginoides,-65.75,-65.75,5606:455:4,0.08
Dissostichus,eleginoides,-65.75,-65.25,5606:455:3,0.07
Dissostichus,eleginoides,-65.25,-65.75,5606:455:2,0.15
Dissostichus,eleginoides,-65.25,-65.25,5606:455:1,0.14
Dissostichus,eleginoides,-65.75,-61.25,5606:351:3,0.02
Dissostichus,eleginoides,-65.25,-61.75,5606:351:2,0.09
Dissostichus,eleginoides,-65.25,-61.25,5606:351:1,0.06
Dissostichus,eleginoides,-65.25,-60.75,5606:350:2,0.03
Dissostichus,eleginoides,-64.75,-69.75,5606:249:4,0.09
Dissostichus,eleginoides,-64.75,-69.25,5606:249:3,0.12
Dissostichus,eleginoides,-64.25,-69.75,5606:249:2,0.08
Dissostichus,eleginoides,-64.25,-69.25,5606:249:1,0.08
Dissostichus,eleginoides,-64.75,-68.75,5606:248:4,0.17
Dissostichus,eleginoides,-64.75,-68.25,5606:248:3,0.17
Dissostichus,eleginoides,-64.25,-68.75,5606:248:2,0.09
Dissostichus,eleginoides,-64.25,-68.25,5606:248:1,0.11
Dissostichus,eleginoides,-64.75,-67.75,5606:247:4,0.18
Dissostichus,eleginoides,-64.75,-67.25,5606:247:3,0.19
Dissostichus,eleginoides,-63.75,-69.75,5606:239:4,0.06
Dissostichus,eleginoides,-63.75,-69.25,5606:239:3,0.08
Dissostichus,eleginoides,-63.25,-69.75,5606:239:2,0.04
Dissostichus,eleginoides,-63.25,-69.25,5606:239:1,0.05
Dissostichus,eleginoides,-63.75,-68.75,5606:238:4,0.09
Dissostichus,eleginoides,-63.75,-68.25,5606:238:3,0.10
Dissostichus,eleginoides,-63.25,-68.75,5606:238:2,0.06
Dissostichus,eleginoides,-63.25,-68.25,5606:238:1,0.08
Dissostichus,eleginoides,-63.75,-67.75,5606:237:4,0.11
Dissostichus,eleginoides,-63.75,-67.25,5606:237:3,0.10
Dissostichus,eleginoides,-63.25,-67.75,5606:237:2,0.08
Dissostichus,eleginoides,-63.25,-67.25,5606:237:1,0.06
Dissostichus,eleginoides,-63.75,-66.75,5606:236:4,0.15
Dissostichus,eleginoides,-63.25,-66.75,5606:236:2,0.07
Dissostichus,eleginoides,-63.25,-66.25,5606:236:1,0.09
Dissostichus,eleginoides,-63.25,-65.75,5606:235:2,0.12
Dissostichus,eleginoides,-62.75,-69.25,5606:229:3,0.01
Dissostichus,eleginoides,-62.25,-69.25,5606:229:1,0.15
Dissostichus,eleginoides,-62.75,-68.75,5606:228:4,0.03
Dissostichus,eleginoides,-62.75,-68.25,5606:228:3,0.02
Dissostichus,eleginoides,-62.25,-68.75,5606:228:2,0.12
Dissostichus,eleginoides,-62.25,-68.25,5606:228:1,0.06
Dissostichus,eleginoides,-62.75,-67.75,5606:227:4,0.03
Dissostichus,eleginoides,-62.75,-67.25,5606:227:3,0.06
Dissostichus,eleginoides,-62.25,-67.75,5606:227:2,0.07
Dissostichus,eleginoides,-62.25,-67.25,5606:227:1,0.11
Dissostichus,eleginoides,-62.75,-66.75,5606:226:4,0.15
Dissostichus,eleginoides,-62.75,-66.25,5606:226:3,0.14
Dissostichus,eleginoides,-62.25,-66.75,5606:226:2,0.14
Dissostichus,eleginoides,-62.25,-66.25,5606:226:1,0.09
Dissostichus,eleginoides,-62.75,-65.75,5606:225:4,0.13
Dissostichus,eleginoides,-62.75,-65.25,5606:225:3,0.10
Dissostichus,eleginoides,-62.25,-65.75,5606:225:2,0.09
Dissostichus,eleginoides,-61.75,-69.25,5606:219:3,0.01
Dissostichus,eleginoides,-61.75,-68.75,5606:218:4,0.02
Dissostichus,eleginoides,-61.75,-68.25,5606:218:3,0.06
Dissostichus,eleginoides,-61.25,-68.25,5606:218:1,0.16
Dissostichus,eleginoides,-61.75,-67.75,5606:217:4,0.06
Dissostichus,eleginoides,-61.75,-67.25,5606:217:3,0.07
Dissostichus,eleginoides,-61.25,-67.75,5606:217:2,0.03
Dissostichus,eleginoides,-61.25,-67.25,5606:217:1,0.02
Dissostichus,eleginoides,-61.75,-66.75,5606:216:4,0.17
Dissostichus,eleginoides,-65.75,-64.75,5606:354:4,0.06
Dissostichus,eleginoides,-65.75,-64.25,5606:354:3,0.06
Dissostichus,eleginoides,-65.25,-64.75,5606:354:2,0.13
Dissostichus,eleginoides,-65.25,-64.25,5606:354:1,0.11
Dissostichus,eleginoides,-65.75,-63.75,5606:353:4,0.06
Dissostichus,eleginoides,-65.25,-63.75,5606:353:2,0.12
Dissostichus,eleginoides,-65.25,-63.25,5606:353:1,0.12
Dissostichus,eleginoides,-65.75,-62.25,5606:352:3,0.02
Dissostichus,eleginoides,-65.25,-62.75,5606:352:2,0.12
Dissostichus,eleginoides,-65.75,-61.75,5606:351:4,0.03
Dissostichus,eleginoides,-64.75,-63.75,5606:143:4,0.17
Dissostichus,eleginoides,-61.75,-66.25,5606:216:3,0.15
Dissostichus,eleginoides,-61.25,-66.75,5606:216:2,0.08
Dissostichus,eleginoides,-60.75,-69.25,5606:209:3,0.01
Dissostichus,eleginoides,-60.25,-69.25,5606:209:1,0.09
Dissostichus,eleginoides,-60.75,-68.75,5606:208:4,0.07
Dissostichus,eleginoides,-60.75,-68.25,5606:208:3,0.08
Dissostichus,eleginoides,-60.25,-68.75,5606:208:2,0.19
Dissostichus,eleginoides,-64.75,-64.75,5606:144:4,0.19
Dissostichus,eleginoides,-64.75,-64.25,5606:144:3,0.17
Dissostichus,eleginoides,-64.75,-61.75,5606:141:4,0.17
Dissostichus,eleginoides,-64.25,-61.25,5606:141:1,0.19
Dissostichus,eleginoides,-64.25,-60.75,5606:140:2,0.12
Dissostichus,eleginoides,-63.75,-61.25,5606:131:3,0.19
