Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Merluccius,hubbsi,-21.25,-40.25,5204:110:1,0.03
Merluccius,hubbsi,-21.75,-40.25,5204:110:3,0.08
Merluccius,hubbsi,-21.75,-40.75,5204:110:4,0.03
Merluccius,hubbsi,-21.25,-41.25,5204:111:1,0.06
Merluccius,hubbsi,-22.25,-40.25,5204:120:1,0.1
Merluccius,hubbsi,-22.75,-40.25,5204:120:3,0.01
Merluccius,hubbsi,-22.75,-40.75,5204:120:4,0.12
Merluccius,hubbsi,-22.25,-41.25,5204:121:1,0.19
Merluccius,hubbsi,-23.75,-41.25,5204:131:3,0.04
Merluccius,hubbsi,-23.75,-41.75,5204:131:4,0.16
Merluccius,hubbsi,-23.75,-42.25,5204:132:3,0.17
Merluccius,hubbsi,-23.75,-42.75,5204:132:4,0.19
Merluccius,hubbsi,-24.25,-42.75,5204:142:2,0.04
Merluccius,hubbsi,-24.25,-43.25,5204:143:1,0.13
Merluccius,hubbsi,-24.75,-43.75,5204:143:4,0.02
Merluccius,hubbsi,-24.75,-44.25,5204:144:3,0.15
Merluccius,hubbsi,-24.75,-47.75,5204:247:4,0.14
Merluccius,hubbsi,-25.25,-44.75,5204:354:2,0.17
Merluccius,hubbsi,-25.75,-44.75,5204:354:4,0.04
Merluccius,hubbsi,-25.25,-47.75,5204:457:2,0.05
Merluccius,hubbsi,-25.75,-47.75,5204:457:4,0.1
Merluccius,hubbsi,-26.75,-45.75,5204:465:4,0.09
Merluccius,hubbsi,-28.75,-46.75,5204:486:4,0.19
Merluccius,hubbsi,-30.25,-50.25,5305:100:1,0.12
Merluccius,hubbsi,-30.75,-50.25,5305:100:3,0.12
Merluccius,hubbsi,-31.25,-50.75,5305:110:2,0.03
Merluccius,hubbsi,-31.75,-51.25,5305:111:3,0.01
Merluccius,hubbsi,-32.25,-51.75,5305:121:2,0.09
Merluccius,hubbsi,-32.75,-51.75,5305:121:4,0.18
Merluccius,hubbsi,-32.25,-52.25,5305:122:1,0.1
Merluccius,hubbsi,-32.75,-52.25,5305:122:3,0.08
Merluccius,hubbsi,-33.75,-50.25,5305:130:3,0.06
Merluccius,hubbsi,-34.25,-52.75,5305:142:2,0.16
Merluccius,hubbsi,-34.25,-53.25,5305:143:1,0.1
Merluccius,hubbsi,-34.75,-53.25,5305:143:3,0.07
Merluccius,hubbsi,-34.75,-53.75,5305:143:4,0.04
Merluccius,hubbsi,-34.75,-54.25,5305:144:3,0.09
Merluccius,hubbsi,-34.75,-54.75,5305:144:4,0.01
Merluccius,hubbsi,-35.25,-53.75,5305:353:2,0.07
Merluccius,hubbsi,-35.75,-54.25,5305:354:3,0.05
Merluccius,hubbsi,-35.75,-54.75,5305:354:4,0.02
Merluccius,hubbsi,-36.25,-52.75,5305:362:2,0.12
Merluccius,hubbsi,-36.25,-54.25,5305:364:1,0.11
Merluccius,hubbsi,-36.25,-54.75,5305:364:2,0.01
Merluccius,hubbsi,-37.75,-54.25,5305:374:3,0.04
Merluccius,hubbsi,-39.25,-54.75,5305:394:2,0.05
Merluccius,hubbsi,-36.75,-55.75,5305:465:4,0.01
Merluccius,hubbsi,-37.25,-55.25,5305:475:1,0.09
Merluccius,hubbsi,-37.25,-55.75,5305:475:2,0.08
Merluccius,hubbsi,-37.25,-56.25,5305:476:1,0.05
Merluccius,hubbsi,-37.75,-57.75,5305:477:4,0.06
Merluccius,hubbsi,-38.75,-58.25,5305:488:3,0.18
Merluccius,hubbsi,-38.75,-60.25,5306:380:3,0.12
Merluccius,hubbsi,-38.75,-62.25,5306:382:3,0.11
Merluccius,hubbsi,-39.25,-60.25,5306:390:1,0.08
Merluccius,hubbsi,-39.75,-60.25,5306:390:3,0.19
